CEDULA;NOMBRE;APELLIDO;FECHANACIMIENTO;SUELDO
0336226691;FEDERICO;RODRIGUES;9/12/1977-hora:0:0:0;517.7
2410622019;MARINA;CORTEZ;28/10/1958-hora:0:0:0;119.2
0426186227;CARLOS;SILVA;2/8/1998-hora:0:0:0;167.5
0191285824;PATRICIA;MORENO;25/9/1963-hora:0:0:0;137.2
1579677483;ANTONIO;BUSTAMANTE;19/5/2008-hora:0:0:0;128.6
2095277535;ROBERTO;GUTIERREZ;8/11/2001-hora:0:0:0;240.4
2098045103;VICTORIA;OLIVEIRA;9/2/1966-hora:0:0:0;192.8
1123894626;JOSE;MARTIN;13/1/1978-hora:0:0:0;440.9
0710855206;PILAR;OLIVEIRA;1/3/1975-hora:0:0:0;280.6
1479915876;DIEGO;MENDOZA;16/5/2005-hora:0:0:0;103.9
0677040792;MARINA;MOLINA;2/9/1997-hora:0:0:0;326.2
1937262911;ROSA;FERNANDEZ;21/6/1951-hora:0:0:0;249.3
1580281291;ALBERTO;MOLINA;3/2/1967-hora:0:0:0;469.9
0921503553;JORGE;FERREIRA;12/5/2002-hora:0:0:0;66.9
0454395385;BEATRIZ;TORRES;3/2/1973-hora:0:0:0;540.3
0878541564;FRANCISCO;SOTO;1/8/2006-hora:0:0:0;463
2038642597;MIGUEL;DIAZ;27/10/1976-hora:0:0:0;511.6
1123836726;JUAN;FERRER;13/9/1971-hora:0:0:0;61.5
0342371432;ALEJANDRO;GOMEZ;12/7/1999-hora:0:0:0;236.7
0854271244;ROBERTO;ORTEGA;10/8/1966-hora:0:0:0;362.9
2324626759;BEATRIZ;FIGUEROA;21/10/1983-hora:0:0:0;303.6
1826012781;MARIA;GUTIERREZ;23/8/1987-hora:0:0:0;322.3
1804994125;ISABEL;SANTOS;24/11/1995-hora:0:0:0;396
1333231031;DIEGO;LARA;11/2/1979-hora:0:0:0;94.5
1418580591;VICTORIA;PINTO;26/3/1968-hora:0:0:0;85.1
1346434184;FRANCISCO;CABRERA;10/4/1998-hora:0:0:0;279.1
0532521804;ENRIQUE;LOPEZ;23/3/1958-hora:0:0:0;60.5
0414642330;MARTA;NUNEZ;13/5/2006-hora:0:0:0;128.3
1401729585;GUILLERMO;HERNANDEZ;18/5/1968-hora:0:0:0;73
0465587152;SOFIA;GOMEZ;15/5/1999-hora:0:0:0;210.5
0186276911;ANDRES;FERRER;24/5/1980-hora:0:0:0;294.8
2314506821;MARINA;CORTEZ;13/3/1975-hora:0:0:0;170.6
2207735685;ROBERTO;GOMEZ;19/12/1998-hora:0:0:0;379.3
1929217907;ALEJANDRO;VEGA;11/9/1997-hora:0:0:0;179
0248569840;ROBERTO;ALVAREZ;10/2/1969-hora:0:0:0;157.4
0886636919;PATRICIA;SOUSA;10/12/1992-hora:0:0:0;59
1706212386;ISABEL;RAMIREZ;23/6/1971-hora:0:0:0;520.4
2059546800;GUILLERMO;CHAVEZ;20/8/1972-hora:0:0:0;504.2
1350759278;PEDRO;CASTRO;9/6/1966-hora:0:0:0;149.6
2220386821;MARTA;MORENO;22/10/1986-hora:0:0:0;323.1
1552062935;ELISA;SILVA;15/5/1995-hora:0:0:0;483.1
1760555753;VICTORIA;SUAREZ;17/4/1983-hora:0:0:0;239.6
0997202437;ALBERTO;AGUILAR;12/5/2000-hora:0:0:0;283.4
0393624044;RAFAEL;FERNANDEZ;28/1/1950-hora:0:0:0;345.3
1079473573;ISABEL;SANTOS;4/4/1964-hora:0:0:0;447.1
0194346490;MANUEL;VARGAS;21/9/1999-hora:0:0:0;242.4
1621045754;VICTORIA;GARCIA;7/1/1953-hora:0:0:0;180.2
2264000593;FELIPE;RIVAS;2/10/1970-hora:0:0:0;294.3
0855405643;EUGENIA;RODRIGUES;24/11/1988-hora:0:0:0;393.1
0197539430;MARTA;FERREIRA;1/4/1956-hora:0:0:0;362.2
1910662483;CAROLINA;TORRES;4/1/2004-hora:0:0:0;127.2
1460858895;CAROLINA;RIVAS;26/10/1967-hora:0:0:0;221.5
1366365615;LUIS;CHAVEZ;12/9/2002-hora:0:0:0;250.8
2322176351;CARMEN;JIMENEZ;12/6/1952-hora:0:0:0;213.9
1704052818;ROCIO;ORTEGA;4/6/1964-hora:0:0:0;164.9
0489002402;ANDRES;ALVAREZ;11/2/1954-hora:0:0:0;473.8
0850920190;CARLOS;SUAREZ;13/11/1952-hora:0:0:0;273.9
0201939105;SOFIA;GONZALEZ;9/11/1986-hora:0:0:0;408.5
1279428443;GABRIEL;LARA;17/11/1990-hora:0:0:0;400.6
0600036016;JOSE;SOUSA;7/10/1966-hora:0:0:0;56.3
1688577269;GABRIEL;MIRANDA;2/5/1976-hora:0:0:0;176.1
1252435829;VICTORIA;TORRES;9/9/1969-hora:0:0:0;208.2
0344916549;ANTONIO;PEREZ;8/4/1957-hora:0:0:0;477.2
1062843519;FEDERICO;SANTOS;28/4/1970-hora:0:0:0;203.1
0294895776;MANUEL;ROMERO;22/10/1957-hora:0:0:0;379.1
0390294700;LUCIA;RODRIGUES;24/9/1992-hora:0:0:0;67.1
1082300854;ISABEL;ROJAS;14/8/1963-hora:0:0:0;259.6
1689650057;EVA;MORENO;26/8/1958-hora:0:0:0;443.1
0721664282;LAURA;LOPEZ;28/7/1972-hora:0:0:0;244.6
2083281580;FRANCISCO;GOMEZ;7/7/1952-hora:0:0:0;445.1
0533419594;PATRICIA;MORENO;25/9/1980-hora:0:0:0;122.6
0240290643;MARIA TERESA;VARGAS;1/9/1965-hora:0:0:0;544.3
0968066993;CARLOS;ORTEGA;9/6/1966-hora:0:0:0;87.8
1612064897;PEDRO;CRUZ;13/4/1961-hora:0:0:0;221.2
1565723531;LAURA;CASTRO;26/4/2004-hora:0:0:0;510.4
1544776634;EUGENIA;LOPEZ;5/8/1954-hora:0:0:0;67.6
0708819636;ELISA;RIVAS;10/5/1971-hora:0:0:0;175.3
2466116072;ROCIO;RODRIGUEZ;8/10/1999-hora:0:0:0;272.6
1680594940;JAVIER;TORRES;19/8/1999-hora:0:0:0;213
1517446561;JUAN;DIAZ;4/2/1953-hora:0:0:0;469.6
0139090609;PAULA;VARGAS;13/3/1963-hora:0:0:0;495.1
1815765423;VICTOR;AGUILAR;27/8/1969-hora:0:0:0;208.1
0537091431;VICTOR;PINTO;1/7/2003-hora:0:0:0;137.8
0692275803;EVA;RAMIREZ;21/5/1953-hora:0:0:0;467.2
1030508756;PATRICIA;RAMIREZ;23/11/1966-hora:0:0:0;305.7
1589389962;MANUEL;GUTIERREZ;20/1/1970-hora:0:0:0;149.8
1289631580;BEATRIZ;CABRERA;16/9/1978-hora:0:0:0;119.5
1718284514;CAROLINA;COSTA;9/3/1986-hora:0:0:0;405.9
2473614796;JORGE;TORRES;9/6/1994-hora:0:0:0;56
0772800488;MARTA;HERNANDEZ;6/12/2006-hora:0:0:0;347.9
0469760433;FERNANDO;SILVA;12/2/1995-hora:0:0:0;457.6
0928030287;RAFAEL;SUAREZ;15/8/1982-hora:0:0:0;282.6
1293219331;MONICA;GONZALEZ;26/12/1978-hora:0:0:0;467.8
0556493203;ENRIQUE;GUTIERREZ;14/11/1956-hora:0:0:0;451.7
1841808932;MARINA;ORTEGA;20/6/1964-hora:0:0:0;54.1
1744101468;VICTOR;ROJAS;21/3/1970-hora:0:0:0;540.3
2198932366;JAVIER;MARTINEZ;25/12/1986-hora:0:0:0;176.2
0619112915;MANUEL;LARA;27/10/1975-hora:0:0:0;265.2
2001003280;MARIA;CASTRO;7/1/1976-hora:0:0:0;314.6
0678153354;ALBERTO;GOMEZ;20/2/1964-hora:0:0:0;187.2
1667407710;MARIA TERESA;PEREZ;17/10/1964-hora:0:0:0;69.4
0903997856;ELISA;SANTOS;20/11/1991-hora:0:0:0;345.5
2358265060;MANUEL;RODRIGUES;13/3/1960-hora:0:0:0;222.1
2417636152;ROBERTO;FERRER;6/1/1981-hora:0:0:0;303.1
1484056393;LAURA;MENDOZA;11/3/1983-hora:0:0:0;471.4
1266595113;EUGENIA;ORTEGA;7/10/2004-hora:0:0:0;247.9
2123698488;FEDERICO;TORRES;5/3/1963-hora:0:0:0;449.4
1545617407;LUCIA;BUSTAMANTE;13/9/1962-hora:0:0:0;308.3
0100901990;ALBERTO;SUAREZ;20/10/1980-hora:0:0:0;300.8
1385297526;ROBERTO;LARA;10/12/1975-hora:0:0:0;434.3
1845476769;ANDRES;ROJAS;19/6/1996-hora:0:0:0;466.7
1570633436;SOFIA;SOUSA;17/7/1993-hora:0:0:0;512
1956065435;JAVIER;RIVAS;2/10/1959-hora:0:0:0;242.4
1001325586;FERNANDO;GONZALEZ;12/10/1963-hora:0:0:0;399.9
1355966712;ARMANDO;LIMA;13/3/2001-hora:0:0:0;258.9
3047256783;ROBERTO;CASTRO;22/5/2000-hora:0:0:0;93.6
1395494592;ARMANDO;MARTIN;6/5/1997-hora:0:0:0;502
1181975507;LOURDES;GONZALEZ;26/1/1952-hora:0:0:0;454.8
0821072972;LUCIA;CORTEZ;8/7/1956-hora:0:0:0;135.9
0404469041;CARMEN;VEGA;21/5/1990-hora:0:0:0;408.2
0205571185;FELIPE;CASTRO;10/5/1966-hora:0:0:0;404.3
2247898691;GUILLERMO;MIRANDA;9/2/1959-hora:0:0:0;392.4
1472485729;FRANCISCO;RODRIGUES;27/8/2003-hora:0:0:0;216.3
0140135138;MARIA TERESA;DIAZ;2/12/1967-hora:0:0:0;348.8
1673478796;LUCIA;SUAREZ;14/6/2006-hora:0:0:0;306.4
3036896474;MONICA;SOUSA;17/2/1990-hora:0:0:0;537.2
1062953524;VICTORIA;RIVAS;24/12/1994-hora:0:0:0;226.3
1046130249;ELISA;CHAVEZ;9/7/1958-hora:0:0:0;301.4
0205032139;MARINA;LARA;24/1/1990-hora:0:0:0;291.3
2266979513;CARMEN;ROJAS;21/1/2007-hora:0:0:0;116.4
2300114275;MARINA;VEGA;16/5/2006-hora:0:0:0;409
0444071773;BEATRIZ;MORENO;12/5/2007-hora:0:0:0;104
1566970719;GUILLERMO;CASTRO;2/5/1986-hora:0:0:0;401.1
0103741047;PEDRO;GARCIA;19/12/1967-hora:0:0:0;295.9
0711704031;MANUEL;MORENO;25/9/1958-hora:0:0:0;89.7
0463887067;JAVIER;FERRER;13/6/1973-hora:0:0:0;436.3
1287156770;JORGE;SOUSA;5/7/1958-hora:0:0:0;256.3
2098662519;VICTORIA;PEREZ;27/9/1991-hora:0:0:0;487.8
2348586393;LUIS;LIMA;24/9/1952-hora:0:0:0;404.6
1514742855;VICTORIA;SUAREZ;10/11/1979-hora:0:0:0;204.8
2219311772;ISABEL;TORRES;7/10/1980-hora:0:0:0;447.7
1406050425;VICTORIA;FERREIRA;22/3/1976-hora:0:0:0;142.8
1682972870;ANA;GUTIERREZ;15/8/1975-hora:0:0:0;407.8
1948616303;FERNANDO;CASTRO;15/9/1961-hora:0:0:0;252.7
2056248012;JUAN;DIAZ;20/9/1974-hora:0:0:0;251.8
2070421330;MONICA;HERNANDEZ;26/9/1953-hora:0:0:0;376.9
0234146983;VICTOR;LIMA;22/7/1984-hora:0:0:0;119.3
1848996359;EVA;RIVAS;21/2/2006-hora:0:0:0;232.8
2309793897;ARMANDO;FERREIRA;10/9/1970-hora:0:0:0;118.7
0698784238;ROBERTO;SOUSA;15/11/1985-hora:0:0:0;315.3
2004173874;JAVIER;JIMENEZ;17/8/1979-hora:0:0:0;451.6
2361056696;ANA;MOLINA;23/1/1982-hora:0:0:0;83.3
0526063946;LORENA;HERNANDEZ;18/6/2000-hora:0:0:0;206.7
1152368740;ARMANDO;BLANCO;18/5/1996-hora:0:0:0;252.4
1295345506;LUCIA;JIMENEZ;26/2/2009-hora:0:0:0;76.8
0778168443;ENRIQUE;SUAREZ;10/12/1955-hora:0:0:0;381.3
2073231553;PAULA;MARTINEZ;2/4/2005-hora:0:0:0;465.5
1000716041;ALEJANDRO;OLIVEIRA;9/6/1997-hora:0:0:0;422.2
0614627818;ELENA;ROMERO;1/5/1974-hora:0:0:0;225.8
0777360611;JAVIER;RAMIREZ;11/8/1966-hora:0:0:0;360.1
1061900914;LUCIA;MOLINA;12/2/1996-hora:0:0:0;107.1
1546177419;MARIA TERESA;TORRES;28/8/1955-hora:0:0:0;379.1
1603799329;JOSE;MOLINA;21/9/1991-hora:0:0:0;437
0721735231;CARLOS;MARTINEZ;26/9/1957-hora:0:0:0;367.9
0342813250;MANUEL;MARTIN;20/4/2006-hora:0:0:0;61.3
0292894102;ELISA;AGUILAR;25/6/1999-hora:0:0:0;301.8
1451071615;MARIA TERESA;FERREIRA;10/6/2002-hora:0:0:0;282.3
1819097252;MARINA;AGUILAR;23/8/1997-hora:0:0:0;365.3
2484558313;EVA;FERNANDEZ;28/10/2004-hora:0:0:0;96.1
1820254322;ISABEL;CASTRO;1/9/1986-hora:0:0:0;193.6
2025983137;RAFAEL;DIAZ;23/10/1975-hora:0:0:0;318.4
3083403000;MONICA;FERNANDEZ;14/3/1952-hora:0:0:0;479.7
1673622112;JAVIER;FERREIRA;17/1/2005-hora:0:0:0;485.4
1881866956;FELIPE;CHAVEZ;12/8/1973-hora:0:0:0;451.6
1444034720;PAULA;HERNANDEZ;24/4/1956-hora:0:0:0;364.2
2302228602;EUGENIA;CASTRO;17/5/2005-hora:0:0:0;438.1
1804130712;CARLOS;SILVA;1/3/1983-hora:0:0:0;448.2
1579891217;ROSA;RODRIGUEZ;19/10/1967-hora:0:0:0;386.2
1611146695;PATRICIA;TORRES;8/2/1974-hora:0:0:0;379
1065918441;DIEGO;CABRERA;18/5/1997-hora:0:0:0;324.6
0856561840;LAURA;SANCHEZ;21/1/1962-hora:0:0:0;243.2
2308961669;ROSA;GONZALEZ;21/2/1968-hora:0:0:0;502.6
0874184815;PEDRO;VARGAS;2/9/1973-hora:0:0:0;389
0291006534;EVA;GOMEZ;12/2/2006-hora:0:0:0;448.7
1733897167;EUGENIA;MARTIN;11/3/1993-hora:0:0:0;212.8
1921490080;MIGUEL;GARCIA;5/6/1973-hora:0:0:0;53.6
0764689782;JAVIER;AGUILAR;1/3/1990-hora:0:0:0;77.4
0938224417;CARLOS;RODRIGUEZ;5/7/1996-hora:0:0:0;198.5
1701590703;MARINA;GUTIERREZ;27/8/1990-hora:0:0:0;357.1
3008168878;GABRIEL;RIVAS;9/7/1965-hora:0:0:0;202.8
1723254189;VICTORIA;SANCHEZ;18/10/2008-hora:0:0:0;199.8
1136354428;EVA;GOMEZ;4/2/1986-hora:0:0:0;505.1
0501403497;ELISA;VEGA;20/5/1968-hora:0:0:0;420.9
0340400662;LAURA;SOTO;22/1/1975-hora:0:0:0;396.5
2324303680;RAFAEL;GARCIA;7/11/1990-hora:0:0:0;431.6
1517088835;LUCIA;SANCHEZ;6/2/1984-hora:0:0:0;291.7
0280952870;CAROLINA;CASTRO;2/5/2005-hora:0:0:0;456.5
0235793577;SOFIA;FIGUEROA;21/10/1955-hora:0:0:0;230.4
1030330482;ROSA;LARA;7/6/1957-hora:0:0:0;494.9
2308846381;EVA;FERREIRA;3/3/1985-hora:0:0:0;150.3
1629311224;ROCIO;JIMENEZ;19/5/1964-hora:0:0:0;282.9
0239112188;VICTORIA;MOLINA;6/10/1997-hora:0:0:0;310.1
2460037969;CARLOS;LARA;15/11/1981-hora:0:0:0;271.4
0171432016;GUILLERMO;AGUILAR;12/12/1952-hora:0:0:0;163.3
1373068772;MARIA;RODRIGUEZ;8/3/1994-hora:0:0:0;91.7
1800123539;JUAN;GUTIERREZ;4/2/1963-hora:0:0:0;499.1
1611398262;FRANCISCO;CRUZ;25/12/2007-hora:0:0:0;302.3
1867661918;SOFIA;BUSTAMANTE;24/6/1954-hora:0:0:0;176.3
2368054348;JAVIER;AGUILAR;3/4/1999-hora:0:0:0;225.1
1962612014;PAULA;GONZALEZ;26/3/1953-hora:0:0:0;143.7
0419429196;LOURDES;SUAREZ;13/8/1986-hora:0:0:0;443.7
0804086767;ALBERTO;LOPEZ;22/1/1992-hora:0:0:0;54.8
0778139501;ROCIO;RODRIGUES;5/4/1959-hora:0:0:0;101.1
0160453239;SOFIA;FERREIRA;18/10/1986-hora:0:0:0;256.6
1307813053;EUGENIA;FERREIRA;7/8/1968-hora:0:0:0;239.3
2308225537;ENRIQUE;SOUSA;19/4/1958-hora:0:0:0;160.5
1064134008;FELIPE;MOLINA;28/7/2008-hora:0:0:0;533.8
1615098884;FERNANDO;RODRIGUEZ;7/8/1990-hora:0:0:0;452.6
3011376989;JAVIER;RODRIGUES;9/11/1992-hora:0:0:0;287.7
0629530114;FEDERICO;ROMERO;3/2/1989-hora:0:0:0;150.1
0565365103;JORGE;GOMEZ;20/12/1973-hora:0:0:0;478
1741161366;RAFAEL;GARCIA;14/1/1980-hora:0:0:0;336.4
0725743074;ANTONIO;HERNANDEZ;7/5/1980-hora:0:0:0;434
2187143207;PILAR;BLANCO;26/5/1999-hora:0:0:0;440.4
2278293937;CARLOS;SANCHEZ;12/12/1987-hora:0:0:0;168.9
1073403527;SOFIA;MARTIN;27/3/2004-hora:0:0:0;150.3
0427722343;ROCIO;GARCIA;24/5/1991-hora:0:0:0;64
0974816878;ANA;CRUZ;13/9/1959-hora:0:0:0;549.9
0161413356;GUILLERMO;BLANCO;20/2/2001-hora:0:0:0;131.4
1564252136;LORENA;OLIVEIRA;27/3/1956-hora:0:0:0;141
0302433008;LOURDES;OLIVEIRA;4/5/1954-hora:0:0:0;507.7
1444257602;JUAN;SOTO;9/8/1958-hora:0:0:0;543.2
2109880134;ISABEL;RODRIGUES;14/6/1994-hora:0:0:0;300.6
1764363287;LOURDES;SOTO;17/8/1953-hora:0:0:0;536.5
1798035927;LORENA;ROMERO;11/11/1997-hora:0:0:0;429.4
0941384968;MANUEL;HERNANDEZ;9/5/1990-hora:0:0:0;531.7
1744608355;ELISA;FIGUEROA;23/8/1988-hora:0:0:0;359.3
0396313850;PATRICIA;PINTO;27/9/1960-hora:0:0:0;338.9
0791244114;ENRIQUE;SOTO;15/8/1977-hora:0:0:0;50.1
1398630895;FERNANDO;RIVAS;18/12/2006-hora:0:0:0;159.9
0206135485;DIEGO;BLANCO;25/1/1996-hora:0:0:0;284.1
2336428483;ARMANDO;FIGUEROA;12/6/1984-hora:0:0:0;450.5
1018420040;ANA;VEGA;15/10/2004-hora:0:0:0;526.9
1143152856;MONICA;MENDOZA;16/10/1963-hora:0:0:0;363.4
2469994301;LUIS;FIGUEROA;5/7/1963-hora:0:0:0;56.2
0732398151;LAURA;PEREZ;6/8/1953-hora:0:0:0;125.3
0756960357;PAULA;ROJAS;8/11/1995-hora:0:0:0;101.8
0686879180;LAURA;MARTIN;20/11/1995-hora:0:0:0;236.1
0800392987;LUCIA;RAMIREZ;17/2/1985-hora:0:0:0;196.2
3047397553;ROBERTO;ROJAS;23/11/1956-hora:0:0:0;298.4
1779964723;CAROLINA;ROJAS;5/6/1985-hora:0:0:0;246.1
1158328318;MARIA;OLIVEIRA;22/6/1982-hora:0:0:0;54.4
0320455272;MONICA;ORTEGA;9/11/1986-hora:0:0:0;186.7
1019393832;ROSA;JIMENEZ;22/5/1972-hora:0:0:0;196
0456545961;ROCIO;SOUSA;28/4/1987-hora:0:0:0;298.7
2190487799;PILAR;SOTO;27/6/1996-hora:0:0:0;401.3
2098530674;CAROLINA;OLIVEIRA;28/2/1955-hora:0:0:0;318.2
1973339425;ARMANDO;GUTIERREZ;25/11/1965-hora:0:0:0;537.1
1835795962;GABRIEL;BUSTAMANTE;2/10/1994-hora:0:0:0;90
0584508717;EVA;MARTIN;2/5/1991-hora:0:0:0;455.2
2008142925;LORENA;RAMIREZ;6/6/1968-hora:0:0:0;269.2
0559315213;MONICA;VEGA;19/1/1989-hora:0:0:0;347
0189592256;JOSE;SANCHEZ;22/12/1993-hora:0:0:0;515.9
0767633548;BEATRIZ;SANTOS;25/6/1951-hora:0:0:0;50.4
1000635241;MARTA;GARCIA;25/3/1970-hora:0:0:0;164.4
1763112271;FELIPE;COSTA;22/8/1989-hora:0:0:0;540.9
1384072656;ROSA;MARTIN;7/6/1963-hora:0:0:0;149.9
0499491207;ISABEL;ALVAREZ;11/1/1999-hora:0:0:0;115.2
3061548669;MARIA;MIRANDA;11/1/1968-hora:0:0:0;242.7
2262809060;FEDERICO;SOTO;24/9/1970-hora:0:0:0;332.6
1896436134;JORGE;CASTRO;4/2/2008-hora:0:0:0;74.1
0396018418;ALBERTO;SILVA;10/3/1991-hora:0:0:0;50.7
1047603517;MARIA TERESA;CRUZ;12/4/1988-hora:0:0:0;465.3
0211630801;DIEGO;RIVAS;11/10/1979-hora:0:0:0;191.9
2032070084;PILAR;ORTEGA;25/11/1985-hora:0:0:0;203.8
1615395819;ANA;FIGUEROA;28/5/1975-hora:0:0:0;159
1567166655;RAFAEL;ROJAS;26/4/1977-hora:0:0:0;111.1
0412633836;MARIA TERESA;AGUILAR;3/10/1999-hora:0:0:0;71.9
3006073187;VICTOR;CORTEZ;6/6/1979-hora:0:0:0;214
2336171026;CARLOS;RIVAS;27/4/1960-hora:0:0:0;278.1
1018709889;FRANCISCO;SANCHEZ;19/5/2004-hora:0:0:0;257.4
1413394964;MARINA;PINTO;25/3/1954-hora:0:0:0;524.6
1021296874;LORENA;BUSTAMANTE;25/9/1972-hora:0:0:0;299
0335407318;ENRIQUE;JIMENEZ;4/8/1952-hora:0:0:0;261.1
2182909602;JAVIER;VEGA;11/10/1966-hora:0:0:0;310.3
0990382186;CARLOS;GOMEZ;16/10/1976-hora:0:0:0;462.3
1038708127;VICTOR;ROJAS;14/6/1964-hora:0:0:0;356.3
0414526632;CAROLINA;SANCHEZ;26/4/1957-hora:0:0:0;91.6
1407026986;LUCIA;MENDOZA;25/7/1962-hora:0:0:0;304.8
2380230017;MARTA;LIMA;22/11/1974-hora:0:0:0;485.1
0165293267;FELIPE;GOMEZ;4/7/2004-hora:0:0:0;234.6
1075431005;LOURDES;MIRANDA;14/10/1958-hora:0:0:0;458.8
2276435076;ELENA;ROMERO;5/1/2002-hora:0:0:0;137.9
0323655142;EUGENIA;MOLINA;26/4/2002-hora:0:0:0;131
1121885162;PEDRO;LOPEZ;20/1/1967-hora:0:0:0;299.3
0580696987;LUIS;CHAVEZ;16/1/1976-hora:0:0:0;424
2420328151;GUILLERMO;SANTOS;5/3/1972-hora:0:0:0;81.6
2396434777;ENRIQUE;FERNANDEZ;1/5/1981-hora:0:0:0;76
1532998786;ROBERTO;DIAZ;23/8/1951-hora:0:0:0;98.5
2289206571;RAFAEL;ALVAREZ;8/5/1989-hora:0:0:0;412.9
0837346527;ROCIO;FERREIRA;6/9/1987-hora:0:0:0;280.9
0210988945;VICTOR;RODRIGUES;7/11/2008-hora:0:0:0;310.7
3008106456;MIGUEL;ROJAS;26/8/1986-hora:0:0:0;202.2
1035777646;LORENA;CABRERA;28/12/1980-hora:0:0:0;264.7
2204802124;ANTONIO;SOTO;18/3/1950-hora:0:0:0;470.2
2307937934;ANA;NUNEZ;1/7/1994-hora:0:0:0;222.5
0220202238;ROBERTO;MOLINA;28/3/1964-hora:0:0:0;464.9
1661806495;GABRIEL;AGUILAR;3/5/1998-hora:0:0:0;435.4
0627405970;ELISA;MIRANDA;15/1/2002-hora:0:0:0;352.9
2267303804;PATRICIA;NUNEZ;19/2/1987-hora:0:0:0;90.8
1621651478;FRANCISCO;MORENO;4/3/2002-hora:0:0:0;175.1
0652077496;EUGENIA;FERREIRA;13/2/1950-hora:0:0:0;304
1170837262;ALEJANDRO;SANTOS;20/7/2006-hora:0:0:0;297.7
0402045579;ALBERTO;SUAREZ;22/5/1968-hora:0:0:0;256.6
0649708716;BEATRIZ;CABRERA;9/11/1974-hora:0:0:0;261.7
2445359413;LUIS;ALVAREZ;16/11/1982-hora:0:0:0;365.2
0580509768;BEATRIZ;MIRANDA;5/8/1996-hora:0:0:0;430.4
2264449493;ANTONIO;FERREIRA;12/12/1972-hora:0:0:0;285
0483624136;MARIA;LIMA;24/7/1963-hora:0:0:0;477.2
0503485757;VICTORIA;NUNEZ;3/7/1978-hora:0:0:0;300.3
0310260385;LAURA;PINTO;5/4/1963-hora:0:0:0;149.5
0377202932;JUAN;CRUZ;17/9/2007-hora:0:0:0;167.9
2197994854;EUGENIA;LARA;15/10/1952-hora:0:0:0;476.9
2370757284;BEATRIZ;MARTIN;3/12/1970-hora:0:0:0;319.9
2234167597;ELISA;ALVAREZ;4/12/2005-hora:0:0:0;420.8
2464721501;ALEJANDRO;PINTO;14/1/1983-hora:0:0:0;83.3
2462750668;MARIA;CHAVEZ;18/11/1995-hora:0:0:0;53.3
1428918641;ELENA;SANTOS;20/6/1965-hora:0:0:0;223.9
0374092393;ARMANDO;SUAREZ;5/7/1989-hora:0:0:0;120.9
0612833988;VICTORIA;RAMIREZ;7/11/1989-hora:0:0:0;86.6
0740307061;ELISA;CRUZ;7/9/1977-hora:0:0:0;79.2
2432760565;PEDRO;CASTRO;23/7/1971-hora:0:0:0;509.1
1149750687;MANUEL;RODRIGUEZ;2/9/1964-hora:0:0:0;482.1
1140032945;MONICA;SUAREZ;16/10/1959-hora:0:0:0;134.7
2461219244;LUIS;MOLINA;24/12/1951-hora:0:0:0;124
1232173326;MONICA;FERRER;8/6/1990-hora:0:0:0;186.5
0989014147;EVA;TORRES;1/6/2006-hora:0:0:0;138.8
0347663247;JUAN;CHAVEZ;17/6/1993-hora:0:0:0;151
0546072422;JUAN;LIMA;14/6/1957-hora:0:0:0;162
2413089265;ALEJANDRO;MENDOZA;23/6/1986-hora:0:0:0;270.9
1575404601;DIEGO;PINTO;12/1/1980-hora:0:0:0;284
1978368635;MIGUEL;LOPEZ;25/7/1994-hora:0:0:0;198.9
1887454302;ARMANDO;FERNANDEZ;10/4/1990-hora:0:0:0;222.7
1461371591;JORGE;VEGA;5/1/1987-hora:0:0:0;193.1
0578873226;MARTA;TORRES;14/8/2002-hora:0:0:0;374.4
3089742419;LOURDES;LARA;20/4/1963-hora:0:0:0;151.4
0527382014;CAROLINA;OLIVEIRA;10/8/1986-hora:0:0:0;480.5
1239653064;ISABEL;SOTO;26/12/2004-hora:0:0:0;439.7
1861493359;ANA;FIGUEROA;19/1/1976-hora:0:0:0;320.7
3009188891;PATRICIA;CASTRO;19/4/2004-hora:0:0:0;344.7
0772454534;CARMEN;NUNEZ;18/8/1965-hora:0:0:0;447.1
1627761693;PEDRO;MOLINA;3/12/1996-hora:0:0:0;177.7
0899343164;RAFAEL;OLIVEIRA;26/8/1979-hora:0:0:0;288.4
1056928508;PAULA;CASTRO;26/5/1992-hora:0:0:0;513.3
0320634868;ELISA;RIVAS;2/9/1954-hora:0:0:0;488.2
3002698094;MIGUEL;DIAZ;11/4/1950-hora:0:0:0;266.6
1351716780;LORENA;ROMERO;19/2/1963-hora:0:0:0;162.5
0766821334;ALBERTO;COSTA;13/6/1984-hora:0:0:0;263.2
1665720163;LUIS;RODRIGUES;12/11/1961-hora:0:0:0;334.6
0439360819;MARINA;RAMIREZ;23/12/1975-hora:0:0:0;94.9
1219656350;EUGENIA;COSTA;5/5/1996-hora:0:0:0;435.9
1872146418;PILAR;JIMENEZ;6/3/1965-hora:0:0:0;271.9
1829270113;MARIA TERESA;SANTOS;12/2/1994-hora:0:0:0;88.1
1975909910;CARLOS;ALVAREZ;25/10/2005-hora:0:0:0;349.1
1448208189;ALEJANDRO;BUSTAMANTE;18/11/1951-hora:0:0:0;385.4
2085735021;PILAR;RIVAS;12/10/1957-hora:0:0:0;135
1138633324;MARTA;CRUZ;22/9/1965-hora:0:0:0;444.3
1835508530;CARLOS;ORTEGA;27/1/1972-hora:0:0:0;285.9
2369486796;VICTORIA;LOPEZ;13/7/1969-hora:0:0:0;226.3
1528220500;MANUEL;PINTO;24/10/1997-hora:0:0:0;331.8
