CEDULA;FECHA/HORAENTRADA;FECHA/HORASALIDA;CONTADORREGISTRO
2148434448;20/04/2020-hora:22:43:45;18/11/2020-hora:03:04:03;1
2402420950;14/12/2021-hora:21:40:53;05/01/2020-hora:17:31:04;1
0210988945;01/04/2022-hora:16:57:17;0/0/0-hora:0:0:0;0
0897273868;26/04/2021-hora:17:01:27;27/09/2021-hora:06:57:53;1
1203738438;16/09/2020-hora:20:08:38;0/0/0-hora:0:0:0;0
1887454302;04/10/2020-hora:13:05:51;03/11/2021-hora:21:01:52;1
0533419594;07/02/2021-hora:13:28:06;0/0/0-hora:0:0:0;0
1406887487;18/10/2022-hora:07:00:41;0/0/0-hora:0:0:0;0
1465086070;22/06/2020-hora:14:18:53;0/0/0-hora:0:0:0;0
3082104245;03/08/2020-hora:21:14:59;16/06/2021-hora:00:26:48;1
1611860188;10/03/2022-hora:17:33:26;0/0/0-hora:0:0:0;0
1603799329;17/03/2021-hora:06:55:33;28/01/2020-hora:13:50:25;1
1744101468;01/05/2021-hora:01:58:16;0/0/0-hora:0:0:0;0
2352193987;27/09/2021-hora:20:33:05;0/0/0-hora:0:0:0;0
0320455272;07/08/2022-hora:11:26:44;10/03/2020-hora:02:06:57;1
1338408857;18/05/2020-hora:02:47:43;0/0/0-hora:0:0:0;0
2308961669;02/06/2021-hora:02:07:20;0/0/0-hora:0:0:0;0
1891998153;04/03/2021-hora:16:28:21;0/0/0-hora:0:0:0;0
1697036026;24/04/2021-hora:17:58:07;06/12/2020-hora:08:24:20;1
2164149425;13/05/2020-hora:03:50:22;0/0/0-hora:0:0:0;0
0370156028;23/11/2022-hora:15:58:57;28/09/2021-hora:10:14:23;1
1655467437;25/03/2022-hora:14:53:24;0/0/0-hora:0:0:0;0
0357432889;17/06/2022-hora:15:49:14;22/05/2020-hora:08:26:16;1
0894309566;07/07/2021-hora:01:58:23;0/0/0-hora:0:0:0;0
0447957606;15/05/2020-hora:13:41:01;05/03/2021-hora:04:21:27;1
2103561649;15/04/2020-hora:09:01:06;15/03/2022-hora:15:51:10;1
1200888517;24/10/2022-hora:14:57:12;0/0/0-hora:0:0:0;0
0412633836;19/08/2020-hora:03:59:15;0/0/0-hora:0:0:0;0
0303033831;21/10/2022-hora:01:54:23;25/12/2021-hora:20:45:21;1
0457929909;18/01/2022-hora:16:20:34;04/04/2022-hora:19:53:42;1
1384072656;14/02/2020-hora:23:47:40;02/10/2021-hora:14:38:17;1
2107188738;17/05/2021-hora:14:23:13;0/0/0-hora:0:0:0;0
0896121241;03/01/2021-hora:15:32:06;0/0/0-hora:0:0:0;0
1444034720;24/05/2022-hora:07:04:08;08/08/2022-hora:19:22:48;1
0483624136;25/06/2021-hora:19:02:11;0/0/0-hora:0:0:0;0
1279428443;21/06/2022-hora:11:57:54;07/10/2022-hora:10:50:17;1
1984661460;08/11/2020-hora:12:03:42;0/0/0-hora:0:0:0;0
0575149448;14/09/2021-hora:13:33:10;05/01/2021-hora:18:52:01;1
2420328151;06/04/2021-hora:17:15:20;05/08/2020-hora:10:53:23;1
1887454302;21/11/2020-hora:22:08:22;0/0/0-hora:0:0:0;0
0342813250;03/01/2021-hora:02:58:13;0/0/0-hora:0:0:0;0
0325330017;15/11/2020-hora:21:06:27;0/0/0-hora:0:0:0;0
0834412553;11/10/2021-hora:18:17:24;0/0/0-hora:0:0:0;0
1176579199;28/06/2020-hora:23:20:33;03/10/2020-hora:09:11:44;1
2038642597;10/12/2021-hora:06:51:50;0/0/0-hora:0:0:0;0
1661806495;21/04/2022-hora:02:43:01;0/0/0-hora:0:0:0;0
1231722727;20/09/2020-hora:04:40:25;0/0/0-hora:0:0:0;0
1933983437;22/09/2022-hora:12:24:37;0/0/0-hora:0:0:0;0
1937262911;19/02/2022-hora:16:01:41;0/0/0-hora:0:0:0;0
1579891217;20/08/2022-hora:06:13:44;18/09/2021-hora:21:34:14;1
1300315866;19/09/2020-hora:20:33:25;07/09/2020-hora:01:31:13;1
1829152162;03/11/2020-hora:06:42:05;0/0/0-hora:0:0:0;0
0176536787;17/11/2021-hora:22:07:51;0/0/0-hora:0:0:0;0
1994925905;05/02/2022-hora:20:33:20;22/09/2022-hora:01:43:35;1
1900569334;22/09/2022-hora:21:58:50;0/0/0-hora:0:0:0;0
1840271629;03/02/2022-hora:05:32:39;07/08/2020-hora:17:38:35;1
2414591228;03/11/2021-hora:05:10:50;0/0/0-hora:0:0:0;0
3069297699;12/12/2021-hora:14:10:50;25/03/2021-hora:02:12:30;1
0515068583;15/02/2020-hora:10:21:31;0/0/0-hora:0:0:0;0
1629287952;09/07/2021-hora:20:13:09;0/0/0-hora:0:0:0;0
0306549007;16/10/2022-hora:01:55:50;10/07/2021-hora:02:53:40;1
2001003280;03/08/2022-hora:08:52:31;0/0/0-hora:0:0:0;0
0886636919;07/03/2020-hora:01:28:29;0/0/0-hora:0:0:0;0
2422111480;28/11/2020-hora:15:46:51;0/0/0-hora:0:0:0;0
1744101468;21/03/2022-hora:04:06:32;05/07/2021-hora:14:47:01;1
2082969631;09/01/2022-hora:14:00:15;21/06/2020-hora:13:12:53;1
0340236421;14/12/2022-hora:02:05:45;0/0/0-hora:0:0:0;0
3066446380;24/03/2021-hora:18:44:29;28/01/2021-hora:21:18:23;1
1046130249;08/08/2021-hora:03:19:09;0/0/0-hora:0:0:0;0
0511607657;06/10/2022-hora:12:01:30;20/06/2021-hora:08:44:39;1
0849003322;28/09/2020-hora:08:37:05;0/0/0-hora:0:0:0;0
1994198313;22/03/2020-hora:22:58:17;0/0/0-hora:0:0:0;0
1398630895;14/05/2021-hora:16:22:10;0/0/0-hora:0:0:0;0
0298933888;24/03/2021-hora:10:37:32;0/0/0-hora:0:0:0;0
1570633436;01/08/2021-hora:00:37:47;0/0/0-hora:0:0:0;0
0197539430;11/08/2020-hora:23:48:18;0/0/0-hora:0:0:0;0
0194346490;28/11/2020-hora:13:15:33;21/04/2022-hora:00:31:27;1
1287156770;05/05/2022-hora:14:55:06;22/12/2021-hora:06:07:46;1
0191285824;20/11/2020-hora:18:35:08;0/0/0-hora:0:0:0;0
2466116072;21/10/2021-hora:13:46:47;0/0/0-hora:0:0:0;0
1706212386;06/11/2020-hora:11:57:33;0/0/0-hora:0:0:0;0
1566970719;12/02/2021-hora:21:06:28;0/0/0-hora:0:0:0;0
0220202238;19/10/2021-hora:22:20:18;12/03/2020-hora:17:32:00;1
1956065435;07/11/2020-hora:16:05:59;25/09/2020-hora:18:33:04;1
1937262911;14/09/2022-hora:19:01:39;0/0/0-hora:0:0:0;0
2492946724;27/06/2020-hora:21:31:12;01/03/2022-hora:17:24:58;1
2043386339;14/11/2022-hora:12:45:38;16/06/2020-hora:15:38:58;1
2414591228;02/01/2022-hora:22:13:27;0/0/0-hora:0:0:0;0
1966503888;23/12/2021-hora:10:23:30;04/10/2022-hora:00:08:58;1
2346518844;14/03/2022-hora:10:08:53;14/02/2022-hora:09:21:44;1
0584181044;03/10/2020-hora:06:03:44;0/0/0-hora:0:0:0;0
1773528433;04/06/2020-hora:06:00:11;15/07/2020-hora:17:06:43;1
1854482831;08/01/2021-hora:11:27:13;0/0/0-hora:0:0:0;0
0558208252;02/05/2021-hora:20:46:22;10/11/2022-hora:02:19:59;1
2188444828;21/02/2020-hora:16:52:38;04/08/2020-hora:19:33:38;1
0106399439;27/05/2022-hora:14:12:59;27/02/2020-hora:21:11:41;1
1109338317;14/08/2020-hora:14:43:38;10/08/2020-hora:16:36:09;1
1947767404;12/08/2021-hora:13:47:22;25/11/2022-hora:20:21:44;1
1143152856;18/04/2022-hora:17:31:49;17/01/2020-hora:02:22:31;1
1066941178;13/11/2022-hora:15:49:55;0/0/0-hora:0:0:0;0
1174125300;18/07/2021-hora:08:59:22;0/0/0-hora:0:0:0;0
3086607235;11/05/2022-hora:15:58:59;18/11/2022-hora:00:25:39;1
2032070084;10/02/2021-hora:01:17:03;02/11/2020-hora:22:53:54;1
0521334516;12/12/2022-hora:15:44:34;18/05/2021-hora:10:07:46;1
1106192832;14/08/2021-hora:18:19:21;0/0/0-hora:0:0:0;0
1611860188;23/10/2020-hora:00:08:43;0/0/0-hora:0:0:0;0
1083304863;01/11/2022-hora:20:29:57;0/0/0-hora:0:0:0;0
0139090609;13/01/2020-hora:23:54:59;0/0/0-hora:0:0:0;0
0698451507;11/01/2020-hora:21:12:53;17/02/2022-hora:18:40:29;1
1826215400;25/04/2020-hora:16:47:04;13/09/2020-hora:18:59:46;1
1152368740;02/06/2021-hora:07:27:48;0/0/0-hora:0:0:0;0
1701590703;26/02/2022-hora:00:03:50;19/02/2022-hora:06:02:09;1
1757597222;24/01/2021-hora:23:50:03;0/0/0-hora:0:0:0;0
0856561840;15/10/2021-hora:17:46:41;20/02/2022-hora:08:49:15;1
2478111459;24/03/2021-hora:02:56:59;0/0/0-hora:0:0:0;0
2435247271;17/06/2021-hora:19:23:58;16/01/2020-hora:23:18:06;1
0894309566;11/08/2021-hora:10:49:37;0/0/0-hora:0:0:0;0
0278063698;26/03/2021-hora:20:15:35;12/05/2020-hora:19:47:32;1
2330081916;10/06/2021-hora:15:45:09;07/05/2020-hora:04:07:02;1
1718284514;08/04/2020-hora:01:27:24;0/0/0-hora:0:0:0;0
2414591228;15/11/2021-hora:06:31:13;14/06/2021-hora:08:32:46;1
1831666456;16/02/2022-hora:18:52:10;19/05/2021-hora:04:56:48;1
1479915876;02/07/2020-hora:14:10:11;0/0/0-hora:0:0:0;0
1777505882;21/07/2020-hora:02:48:34;0/0/0-hora:0:0:0;0
1320713389;20/07/2022-hora:18:51:20;0/0/0-hora:0:0:0;0
2308846381;01/12/2020-hora:11:04:53;06/12/2020-hora:03:06:31;1
0989014147;12/02/2022-hora:21:19:34;17/11/2022-hora:19:01:44;1
0413041989;09/01/2020-hora:17:15:14;07/08/2021-hora:02:18:45;1
3089843050;23/05/2022-hora:00:03:13;0/0/0-hora:0:0:0;0
1640110506;24/07/2020-hora:01:49:18;0/0/0-hora:0:0:0;0
0205032139;15/04/2022-hora:13:54:14;0/0/0-hora:0:0:0;0
0201939105;03/12/2020-hora:01:37:30;0/0/0-hora:0:0:0;0
2217861869;17/03/2020-hora:21:14:56;01/05/2021-hora:20:58:45;1
1281864569;01/08/2020-hora:11:34:00;0/0/0-hora:0:0:0;0
1116133396;11/07/2021-hora:00:12:41;07/08/2021-hora:08:34:23;1
0468666870;06/10/2020-hora:03:13:33;27/12/2021-hora:20:31:32;1
1804130712;22/06/2021-hora:05:19:45;0/0/0-hora:0:0:0;0
0485431084;09/09/2022-hora:11:00:07;12/12/2020-hora:03:31:57;1
2482743693;08/10/2020-hora:14:54:41;0/0/0-hora:0:0:0;0
1861493359;18/12/2020-hora:23:02:52;28/12/2021-hora:01:46:53;1
0586512675;06/06/2020-hora:13:04:54;0/0/0-hora:0:0:0;0
2199089216;06/10/2021-hora:05:13:13;0/0/0-hora:0:0:0;0
1580281291;25/02/2021-hora:22:21:50;0/0/0-hora:0:0:0;0
1962612014;26/01/2021-hora:09:26:48;25/03/2020-hora:15:44:57;1
1346434184;10/04/2022-hora:08:58:19;0/0/0-hora:0:0:0;0
0708819636;17/01/2021-hora:19:42:35;0/0/0-hora:0:0:0;0
0447957606;06/05/2022-hora:11:05:10;0/0/0-hora:0:0:0;0
1038708127;19/06/2022-hora:23:57:12;0/0/0-hora:0:0:0;0
0883658320;25/09/2022-hora:01:09:09;0/0/0-hora:0:0:0;0
0433367992;16/12/2021-hora:09:29:08;0/0/0-hora:0:0:0;0
2004173874;21/02/2022-hora:08:46:30;0/0/0-hora:0:0:0;0
1729520690;13/06/2021-hora:14:40:01;21/09/2021-hora:05:29:35;1
2375740855;11/06/2020-hora:11:54:28;08/04/2022-hora:17:52:27;1
1266747219;05/06/2022-hora:20:48:14;11/07/2022-hora:12:00:42;1
1106192832;17/09/2022-hora:09:26:55;20/10/2022-hora:11:22:02;1
2056248012;08/06/2021-hora:23:26:51;26/03/2021-hora:03:15:11;1
1138633324;13/11/2021-hora:11:09:29;01/10/2022-hora:20:47:56;1
1769243781;07/04/2022-hora:19:35:04;0/0/0-hora:0:0:0;0
1760555753;14/05/2020-hora:01:04:04;09/11/2020-hora:06:49:49;1
1579677483;17/01/2022-hora:13:42:01;0/0/0-hora:0:0:0;0
0139004089;28/05/2022-hora:01:36:52;18/12/2022-hora:11:08:02;1
0568180954;17/02/2022-hora:02:31:48;11/06/2020-hora:05:27:37;1
2436277517;11/02/2020-hora:19:57:29;0/0/0-hora:0:0:0;0
0847139763;03/08/2021-hora:16:23:19;13/03/2022-hora:01:50:46;1
0100901990;19/11/2022-hora:12:01:25;20/10/2021-hora:17:41:16;1
0191285824;21/11/2020-hora:16:09:39;0/0/0-hora:0:0:0;0
2385281544;19/01/2020-hora:22:46:46;0/0/0-hora:0:0:0;0
0376376711;26/12/2020-hora:05:33:12;0/0/0-hora:0:0:0;0
1137515290;05/08/2021-hora:21:26:36;0/0/0-hora:0:0:0;0
0465580280;03/02/2022-hora:08:44:00;0/0/0-hora:0:0:0;0
2168567309;07/09/2020-hora:08:40:28;25/09/2022-hora:08:22:50;1
3047397553;24/07/2022-hora:17:47:31;08/03/2022-hora:00:11:38;1
1994198313;22/04/2022-hora:15:04:42;0/0/0-hora:0:0:0;0
1522053311;26/11/2020-hora:13:55:43;0/0/0-hora:0:0:0;0
3002698094;16/09/2020-hora:09:02:45;0/0/0-hora:0:0:0;0
2368054348;11/03/2020-hora:20:25:15;0/0/0-hora:0:0:0;0
2436277517;15/09/2020-hora:18:56:55;0/0/0-hora:0:0:0;0
0457929909;25/04/2020-hora:07:49:20;03/03/2020-hora:01:39:48;1
0721664282;26/09/2022-hora:08:09:44;24/02/2020-hora:20:18:55;1
1441984372;11/07/2021-hora:22:03:44;09/05/2022-hora:18:42:22;1
1994198313;15/11/2021-hora:18:55:19;23/11/2020-hora:12:07:06;1
1430554731;24/03/2022-hora:03:17:52;25/09/2021-hora:08:29:50;1
2308225537;24/03/2021-hora:22:01:28;15/10/2021-hora:05:19:21;1
0283135275;14/05/2020-hora:13:15:48;0/0/0-hora:0:0:0;0
0772800488;24/09/2021-hora:05:52:49;0/0/0-hora:0:0:0;0
0793064668;13/02/2021-hora:04:07:07;0/0/0-hora:0:0:0;0
1137515290;13/01/2020-hora:03:40:00;26/11/2021-hora:07:21:23;1
3002698094;23/10/2020-hora:15:34:53;22/03/2020-hora:14:40:00;1
0932885957;02/11/2022-hora:02:49:10;0/0/0-hora:0:0:0;0
3044075301;26/09/2020-hora:14:03:12;18/06/2022-hora:03:35:15;1
2148146240;05/01/2021-hora:20:23:34;0/0/0-hora:0:0:0;0
1994198313;14/08/2021-hora:11:52:13;0/0/0-hora:0:0:0;0
1472485729;10/04/2021-hora:08:01:30;0/0/0-hora:0:0:0;0
2346518844;07/07/2020-hora:05:43:03;0/0/0-hora:0:0:0;0
0980763155;03/11/2020-hora:06:45:48;12/04/2022-hora:03:20:53;1
1244589006;06/01/2022-hora:17:00:16;0/0/0-hora:0:0:0;0
1636076786;09/11/2021-hora:01:26:53;0/0/0-hora:0:0:0;0
2262809060;07/05/2021-hora:07:09:09;0/0/0-hora:0:0:0;0
1376099477;15/09/2020-hora:22:03:36;28/04/2020-hora:04:15:46;1
0577745953;11/01/2020-hora:22:53:24;23/02/2021-hora:17:21:48;1
1570633436;08/12/2022-hora:19:27:53;26/06/2021-hora:08:57:28;1
0299112250;01/12/2022-hora:17:32:13;0/0/0-hora:0:0:0;0
1448554277;03/02/2021-hora:17:27:15;22/12/2022-hora:08:16:08;1
1297499244;25/12/2021-hora:09:35:43;07/03/2022-hora:20:55:30;1
2047232745;21/07/2022-hora:03:30:47;14/06/2022-hora:23:15:30;1
0713853737;01/06/2022-hora:15:45:41;0/0/0-hora:0:0:0;0
1489499028;26/09/2022-hora:00:06:27;07/05/2021-hora:21:11:52;1
0512388638;01/07/2020-hora:03:26:41;25/03/2022-hora:23:30:04;1
0344174222;19/09/2022-hora:01:57:53;13/09/2022-hora:14:48:49;1
1517446561;05/09/2021-hora:03:16:25;16/07/2022-hora:05:15:14;1
1311361339;25/03/2020-hora:19:30:35;09/10/2020-hora:23:50:19;1
1484056393;20/06/2022-hora:16:16:05;02/12/2022-hora:12:28:01;1
0969190347;05/06/2021-hora:13:41:05;0/0/0-hora:0:0:0;0
2083281580;03/12/2020-hora:21:23:37;16/01/2021-hora:08:49:28;1
1936749223;22/03/2021-hora:13:40:20;19/05/2021-hora:17:46:39;1
0713853737;05/02/2021-hora:07:34:59;0/0/0-hora:0:0:0;0
1444034720;02/09/2020-hora:21:56:51;0/0/0-hora:0:0:0;0
1862077847;22/05/2021-hora:19:21:04;04/12/2021-hora:10:11:32;1
1615098884;17/06/2022-hora:23:28:46;0/0/0-hora:0:0:0;0
0580509768;15/02/2022-hora:16:21:18;26/05/2022-hora:06:40:47;1
2473614796;04/02/2022-hora:07:05:52;12/06/2022-hora:13:58:50;1
1804994125;25/09/2021-hora:18:59:32;18/12/2020-hora:16:53:27;1
1430554731;06/12/2020-hora:02:38:06;0/0/0-hora:0:0:0;0
0408684116;01/05/2022-hora:06:56:39;26/11/2020-hora:13:18:29;1
1418580591;12/02/2022-hora:00:25:21;0/0/0-hora:0:0:0;0
0847543345;27/04/2021-hora:06:50:15;0/0/0-hora:0:0:0;0
0404469041;03/08/2021-hora:16:52:06;11/10/2022-hora:12:05:31;1
0795114420;13/12/2021-hora:15:17:45;24/04/2020-hora:13:02:27;1
1955198278;27/05/2020-hora:13:03:02;0/0/0-hora:0:0:0;0
0444071773;12/06/2022-hora:00:03:22;11/07/2020-hora:23:26:14;1
1178264709;08/04/2021-hora:08:43:32;0/0/0-hora:0:0:0;0
2065810356;28/11/2021-hora:22:08:56;19/11/2022-hora:05:46:07;1
1744608355;14/08/2022-hora:03:11:50;0/0/0-hora:0:0:0;0
1028360475;02/10/2022-hora:07:40:59;19/01/2022-hora:09:35:09;1
1430554731;23/08/2022-hora:20:36:00;02/10/2022-hora:12:59:56;1
1729520690;18/09/2020-hora:07:02:10;0/0/0-hora:0:0:0;0
0565365103;20/05/2020-hora:03:56:58;0/0/0-hora:0:0:0;0
1667407710;14/02/2020-hora:11:58:10;28/10/2020-hora:05:39:00;1
0849188198;23/12/2022-hora:11:48:28;0/0/0-hora:0:0:0;0
0850920190;27/08/2020-hora:03:19:31;0/0/0-hora:0:0:0;0
1586282327;11/10/2020-hora:07:01:03;27/08/2020-hora:17:09:27;1
0106399439;08/09/2020-hora:14:44:22;0/0/0-hora:0:0:0;0
0889424735;09/12/2021-hora:23:06:20;0/0/0-hora:0:0:0;0
0117356022;18/01/2021-hora:05:08:33;0/0/0-hora:0:0:0;0
1484056393;04/07/2022-hora:14:49:02;0/0/0-hora:0:0:0;0
2400630444;08/10/2021-hora:01:14:00;0/0/0-hora:0:0:0;0
1966503888;17/08/2021-hora:21:31:03;22/07/2022-hora:15:12:32;1
3006073187;04/10/2021-hora:04:46:26;0/0/0-hora:0:0:0;0
2384441222;08/11/2022-hora:13:55:03;04/07/2022-hora:14:17:25;1
1546177419;19/09/2021-hora:08:03:15;20/10/2021-hora:12:59:14;1
1953448600;01/12/2022-hora:14:14:21;25/09/2022-hora:18:06:48;1
1662700283;28/04/2020-hora:10:37:55;11/10/2020-hora:11:14:11;1
1845476769;02/07/2022-hora:02:59:06;0/0/0-hora:0:0:0;0
0682363288;24/04/2020-hora:14:00:23;0/0/0-hora:0:0:0;0
1973339425;26/02/2020-hora:14:53:13;0/0/0-hora:0:0:0;0
0205032139;11/03/2022-hora:17:25:17;0/0/0-hora:0:0:0;0
0515068583;22/02/2022-hora:03:19:59;11/11/2020-hora:21:52:54;1
0671986602;20/09/2022-hora:09:19:11;10/11/2021-hora:15:49:25;1
2445359413;18/03/2022-hora:14:54:12;0/0/0-hora:0:0:0;0
0408684116;01/02/2022-hora:06:22:27;17/08/2021-hora:11:39:16;1
1723254189;24/09/2021-hora:15:03:49;11/08/2022-hora:09:12:13;1
1811394707;27/06/2020-hora:00:50:48;12/02/2021-hora:12:44:56;1
0556493203;18/04/2021-hora:12:45:26;0/0/0-hora:0:0:0;0
0520104399;24/02/2020-hora:22:22:08;0/0/0-hora:0:0:0;0
3008168878;14/12/2020-hora:17:20:16;0/0/0-hora:0:0:0;0
3066446380;21/04/2020-hora:16:30:22;0/0/0-hora:0:0:0;0
0421389941;09/11/2021-hora:18:45:22;0/0/0-hora:0:0:0;0
0469233191;28/11/2020-hora:16:05:03;19/06/2020-hora:09:15:38;1
1242940094;28/01/2021-hora:04:51:27;0/0/0-hora:0:0:0;0
0578873226;17/05/2020-hora:09:34:09;0/0/0-hora:0:0:0;0
1513308708;05/03/2022-hora:10:55:34;06/02/2022-hora:11:03:09;1
3089742419;08/04/2021-hora:09:44:36;0/0/0-hora:0:0:0;0
0342813250;28/05/2022-hora:11:34:12;05/06/2022-hora:02:34:00;1
3083403000;22/02/2020-hora:06:20:37;07/09/2021-hora:06:35:56;1
2083366464;26/02/2021-hora:04:18:12;0/0/0-hora:0:0:0;0
0776183741;06/01/2022-hora:00:16:43;0/0/0-hora:0:0:0;0
2346518844;11/04/2021-hora:07:13:19;0/0/0-hora:0:0:0;0
1978368635;01/05/2021-hora:18:48:19;0/0/0-hora:0:0:0;0
1611398262;27/06/2022-hora:19:33:55;0/0/0-hora:0:0:0;0
0890921364;03/04/2021-hora:08:06:27;24/07/2021-hora:18:28:57;1
1723254189;11/05/2022-hora:23:06:10;21/06/2022-hora:17:15:32;1
2016542330;06/06/2022-hora:01:19:03;26/03/2020-hora:07:03:47;1
1667234049;26/12/2020-hora:16:10:42;22/10/2021-hora:17:03:56;1
1658807027;25/04/2020-hora:19:33:22;03/11/2022-hora:23:10:00;1
1295545519;05/11/2020-hora:22:54:49;15/01/2020-hora:13:52:08;1
1951457934;07/11/2020-hora:01:58:04;0/0/0-hora:0:0:0;0
1805923107;22/03/2020-hora:15:11:30;0/0/0-hora:0:0:0;0
1579677483;09/06/2022-hora:18:25:50;0/0/0-hora:0:0:0;0
0907408678;01/07/2021-hora:21:11:22;0/0/0-hora:0:0:0;0
0708819636;05/11/2021-hora:11:08:12;11/06/2021-hora:07:03:52;1
2046757916;26/12/2021-hora:17:12:51;01/02/2022-hora:14:10:57;1
1656438098;28/02/2022-hora:02:41:44;03/02/2020-hora:19:33:42;1
2370757284;16/04/2022-hora:14:28:42;0/0/0-hora:0:0:0;0
1289631580;28/07/2020-hora:00:19:42;0/0/0-hora:0:0:0;0
2148146240;04/04/2022-hora:04:46:28;12/02/2022-hora:01:47:34;1
1143152856;20/01/2021-hora:19:27:33;06/05/2021-hora:11:11:14;1
0883658320;28/11/2022-hora:06:17:03;08/09/2020-hora:10:06:17;1
1384072656;13/10/2021-hora:23:13:36;0/0/0-hora:0:0:0;0
1804994125;26/02/2021-hora:02:29:55;0/0/0-hora:0:0:0;0
2336428483;15/04/2022-hora:13:53:47;28/05/2020-hora:18:39:06;1
1736944339;02/02/2022-hora:01:35:46;0/0/0-hora:0:0:0;0
0938224417;14/05/2020-hora:01:29:31;08/06/2020-hora:13:21:45;1
1350759278;24/04/2021-hora:02:57:41;12/05/2020-hora:02:27:25;1
2445094069;16/05/2022-hora:18:28:46;0/0/0-hora:0:0:0;0
1140032945;12/05/2020-hora:13:24:02;0/0/0-hora:0:0:0;0
0396313850;08/07/2020-hora:18:42:25;25/10/2020-hora:13:04:28;1
2436277517;19/05/2020-hora:12:51:11;0/0/0-hora:0:0:0;0
2422111480;18/11/2021-hora:02:33:19;18/03/2021-hora:02:12:42;1
1351716780;08/09/2022-hora:15:06:53;0/0/0-hora:0:0:0;0
1287156770;23/04/2022-hora:06:04:26;0/0/0-hora:0:0:0;0
1407026986;28/10/2021-hora:22:15:40;0/0/0-hora:0:0:0;0
1461371591;20/02/2020-hora:12:23:33;0/0/0-hora:0:0:0;0
2352193987;03/03/2020-hora:10:19:46;02/07/2020-hora:07:50:57;1
0139090609;10/12/2021-hora:10:16:58;08/06/2021-hora:12:03:16;1
1702101732;07/05/2021-hora:05:16:51;0/0/0-hora:0:0:0;0
0677040792;28/10/2020-hora:11:46:12;0/0/0-hora:0:0:0;0
1800123539;21/12/2020-hora:18:38:51;0/0/0-hora:0:0:0;0
1611398262;20/12/2022-hora:21:17:18;0/0/0-hora:0:0:0;0
0835079682;28/11/2022-hora:04:17:21;10/09/2021-hora:14:02:11;1
1702101732;10/03/2022-hora:22:07:11;0/0/0-hora:0:0:0;0
0679316869;05/08/2022-hora:07:46:32;0/0/0-hora:0:0:0;0
0928030287;20/11/2020-hora:03:39:14;22/04/2022-hora:00:31:02;1
1360693764;02/10/2021-hora:04:27:15;13/05/2021-hora:08:15:33;1
2344466616;12/08/2022-hora:18:42:54;0/0/0-hora:0:0:0;0
0302433008;01/12/2022-hora:14:09:36;0/0/0-hora:0:0:0;0
1569984444;10/09/2021-hora:09:00:33;0/0/0-hora:0:0:0;0
2414591228;25/05/2021-hora:01:30:59;0/0/0-hora:0:0:0;0
0940708134;10/05/2022-hora:22:08:13;0/0/0-hora:0:0:0;0
1829036092;11/05/2022-hora:13:24:43;0/0/0-hora:0:0:0;0
0790741581;18/07/2020-hora:23:17:48;0/0/0-hora:0:0:0;0
0790741581;09/08/2022-hora:16:36:12;28/03/2021-hora:12:24:05;1
0969461672;05/09/2020-hora:07:42:29;0/0/0-hora:0:0:0;0
0376376711;13/10/2021-hora:09:20:22;22/11/2022-hora:05:05:14;1
2001003280;17/06/2020-hora:06:01:05;0/0/0-hora:0:0:0;0
1061357438;14/02/2022-hora:15:18:41;01/11/2022-hora:16:11:38;1
1611398262;02/09/2022-hora:03:19:04;0/0/0-hora:0:0:0;0
1697036026;26/01/2020-hora:09:29:49;18/10/2021-hora:01:34:06;1
0622466456;13/12/2021-hora:10:01:06;10/10/2021-hora:23:34:50;1
0568180954;24/10/2022-hora:10:32:21;0/0/0-hora:0:0:0;0
1451071615;18/01/2021-hora:10:52:47;0/0/0-hora:0:0:0;0
1579891217;13/01/2021-hora:03:44:36;15/11/2022-hora:03:10:21;1
1187377245;05/04/2020-hora:06:33:21;11/01/2022-hora:21:24:49;1
2028260970;17/12/2022-hora:10:19:35;16/01/2021-hora:23:34:13;1
2361056696;13/06/2021-hora:20:49:16;0/0/0-hora:0:0:0;0
1829036092;25/04/2021-hora:14:45:12;26/06/2020-hora:01:04:37;1
2352193987;21/09/2022-hora:02:54:59;03/05/2021-hora:14:10:53;1
1572469037;07/09/2022-hora:02:18:44;0/0/0-hora:0:0:0;0
1936982394;25/06/2021-hora:02:48:11;24/07/2021-hora:03:59:48;1
1736944339;08/05/2022-hora:06:27:56;05/03/2022-hora:10:57:36;1
3006073187;18/02/2021-hora:02:40:30;0/0/0-hora:0:0:0;0
1499388930;18/02/2021-hora:00:54:37;0/0/0-hora:0:0:0;0
0821072972;13/09/2021-hora:04:35:38;26/11/2021-hora:17:35:41;1
0721664282;01/09/2021-hora:16:26:05;04/05/2022-hora:08:59:01;1
1680594940;27/08/2022-hora:10:56:40;0/0/0-hora:0:0:0;0
1822992374;27/07/2022-hora:18:16:07;16/04/2021-hora:11:21:51;1
0173699786;22/12/2020-hora:20:07:53;0/0/0-hora:0:0:0;0
1313233874;06/11/2022-hora:14:11:42;28/01/2022-hora:22:14:58;1
2083281580;09/01/2020-hora:09:41:45;06/12/2020-hora:11:58:07;1
0283135275;03/02/2022-hora:07:34:48;20/02/2020-hora:18:21:44;1
2445094069;09/07/2022-hora:03:58:30;25/03/2020-hora:09:23:23;1
0425279759;01/05/2021-hora:22:29:17;0/0/0-hora:0:0:0;0
2273614749;09/03/2020-hora:11:53:08;11/01/2020-hora:18:02:21;1
